"model","term","Estimate","Std. Error","t value","Pr(>|t|)"
"gam_base","(Intercept)",25.4276759822295,0.369746460445457,68.7705730883675,0
"gam_base","age",0.0094023538469375,0.0327123426104666,0.287425268159461,0.77381896887378
"gam_base","packs",0.435039626749128,0.120319338908594,3.61570825351381,0.000307564148784765
"gam_base","drugs",0.689422066013558,0.304825256017974,2.26169601239638,0.0238320501497545
"gam_base","sex",0.0532308777052295,0.0360984893705883,1.47460125432839,0.140490252200174
"gam_base","cesd",-0.0457376202322533,0.0132702698154017,-3.44662323136561,0.000580354394479471
